#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;CHINESE
Russia_East_Arkhangelsk;East Arkhangel'sk;Est d'Arkhangelsk;Ost-Archangelsk;Wschodnie Archangielsk;Este de Arcángel;Est di Arcangelo;Östra Archangelsk;Východní Archangelsk;Keleti Arhangelszk;Oost-Archangelsk;Leste de Arcangel;Восточный Архангельск;Itä-Arhangel'sk;阿尔汉格尔斯克东部
Brazil_East_Minas_Gerais;East Minas Gerais;Minas Gerais oriental;Ost-Minas Gerais;Minas Gerais Wschodnie;Minas Gerais Oriental;Minas Gerais Orientale;Östra Minas Gerais;Východní Minas Gerais;Keleti Minas Gerais;Oost-Minas Gerais;Minas Gerais Oriental;Восточный Минас-Жерайс;Itä-Minas Gerais;米纳斯吉拉斯州东部
Brazil_West_Minas_Gerais;West Minas Gerais;Minas Gerais occidental;West-Minas Gerais;Minas Gerais Zachodnie;Minas Gerais Occidental;Minas Gerais Occidentale;Västra Minas Gerais;Západní Minas Gerais;Nyugati Minas Gerais;West-Minas Gerais;Minas Gerais Ocidental;Западный Минас-Жерайс;Länsi-Minas Gerais;米纳斯吉拉斯州西部
Brazil_Inner_Bahia;Inner Bahia;Bahia intérieure;Inneres Bahia;Bahia Wewnętrzne;Bahia Interior;Bahia Interno;Inre Bahia;Vnitřní Bahia;Belső Bahia;Binnen-Bahia;Bahia Interior;Внутренняя Баия;Sisä-Bahia;巴伊亚州内陆
Brazil_Coastal_Bahia;Coastal Bahia;Bahia côtière;Küsten-Bahia;Bahia Nadmorskie;Bahia Costera;Bahia Costiero;Kust-Bahia;Pobřežní Bahia;Tengerparti Bahia;Kust-Bahia;Bahia Costeira;Прибрежная Баия;Rannikko-Bahia;巴伊亚州沿海
Brazil_Coastal_Sao_Paulo;Coastal Sao Paulo;São Paulo côtier;Küsten-São Paulo;São Paulo Nadmorskie;São Paulo Costero;São Paulo Costiero;Kust-São Paulo;Pobřežní São Paulo;Tengerparti São Paulo;Kust-São Paulo;São Paulo Costeiro;Прибрежный Сан-Паулу;Rannikko-São Paulo;圣保罗州沿海
Brazil_Inner_Sao_Paulo;Inner Sao Paulo;São Paulo intérieur;Inneres São Paulo;São Paulo Wewnętrzne;São Paulo Interior;São Paulo Interno;Inre São Paulo;Vnitřní São Paulo;Belső São Paulo;Binnen-São Paulo;São Paulo Interior;Внутренний Сан-Паулу;Sisä-São Paulo;圣保罗州内陆
Brazil_East_Mato_Grosso;East Mato Grosso;Mato Grosso oriental;Ost-Mato Grosso;Mato Grosso Wschodnie;Mato Grosso Oriental;Mato Grosso Orientale;Östra Mato Grosso;Východní Mato Grosso;Keleti Mato Grosso;Oost-Mato Grosso;Mato Grosso Oriental;Восточный Мату-Гросу;Itä-Mato Grosso;马托格罗索州东部
Brazil_Mato_Grosso_do_Norte;Mato Grosso do Norte;Mato Grosso do Norte;Mato Grosso do Norte;Mato Grosso do Norte;Mato Grosso do Norte;Mato Grosso do Norte;Mato Grosso do Norte;Mato Grosso do Norte;Mato Grosso do Norte;Mato Grosso do Norte;Mato Grosso do Norte;Мату-Гросу-ду-Норти;Mato Grosso do Norte;北马托格罗索州
Brazil_South_Mato_Grosso;South Mato Grosso;Mato Grosso méridional;Süd-Mato Grosso;Mato Grosso Południowe;Mato Grosso Meridional;Mato Grosso Meridionale;Södra Mato Grosso;Jižní Mato Grosso;Déli Mato Grosso;Zuid-Mato Grosso;Mato Grosso do Sul;Южный Мату-Гросу;Etelä-Mato Grosso;南马托格罗索州
Brazil_Para_do_Norte;Pará do Norte;Pará do Norte;Pará do Norte;Pará do Norte;Pará do Norte;Pará do Norte;Pará do Norte;Pará do Norte;Pará do Norte;Pará do Norte;Pará do Norte;Северный Пара;Pohjois-Pará;帕拉州北部
Brazil_East_Para;East Pará;Pará oriental;Ost-Pará;Pará Wschodnie;Pará Oriental;Pará Orientale;Östra Pará;Východní Pará;Keleti Pará;Oost-Pará;Pará Oriental;Восточный Пара;Itä-Pará;帕拉州东部
Brazil_Para_do_Sul;Pará do Sul;Pará do Sul;Pará do Sul;Pará do Sul;Pará do Sul;Pará do Sul;Pará do Sul;Pará do Sul;Pará do Sul;Pará do Sul;Pará do Sul;Южный Пара;Etelä-Pará;帕拉州南部
Brazil_Amazonas_do_Norte;Amazonas do Norte;Amazonas do Norte;Amazonas do Norte;Amazonas do Norte;Amazonas do Norte;Amazonas do Norte;Amazonas do Norte;Amazonas do Norte;Amazonas do Norte;Amazonas do Norte;Amazonas do Norte;Северный Амазонас;Pohjois-Amazonas;亚马孙州北部
Brazil_Amazonas_do_Sul;Amazonas do Sul;Amazonas do Sul;Amazonas do Sul;Amazonas do Sul;Amazonas do Sul;Amazonas do Sul;Amazonas do Sul;Amazonas do Sul;Amazonas do Sul;Amazonas do Sul;Amazonas do Sul;Южный Амазонас;Etelä-Amazonas;亚马孙州南部
Brazil_East_Brazilian_Amazonas;East Brazilian Amazonas;Amazonas brésilien oriental;Ost-brasilianisches Amazonas;Wschodni brazylijski Amazonas;Amazonas brasileño oriental;Amazzonia brasiliana orientale;Östra brasilianska Amazonas;Východní brazilské Amazonas;Keleti brazil Amazonas;Oost-Braziliaans Amazonas;Amazônia brasileira oriental;Восточная бразильская Амазония;Itä-Brazilian Amazonas;巴西亚马孙东部
Brazil_Alagoas;Alagoas;Alagoas;Alagoas;Alagoas;Alagoas;Alagoas;Alagoas;Alagoas;Alagoas;Alagoas;Alagoas;Алагоас;Alagoas;阿拉戈斯州
Brazil_Amapa;Amapá;Amapá;Amapá;Amapá;Amapá;Amapá;Amapá;Amapá;Amapá;Amapá;Amapá;Амапа;Amapá;阿马帕州
Brazil_Acre;Acre;Acre;Acre;Acre;Acre;Acre;Acre;Acre;Acre;Acre;Acre;Акри;Acre;阿克里州
Brazil_Ceara;Ceará;Ceará;Ceará;Ceará;Ceará;Ceará;Ceará;Ceará;Ceará;Ceará;Ceará;Сеара;Ceará;塞阿拉州
Brazil_Distrito_Federal;Distrito Federal;District fédéral;Bundesdistrikt;Dystrykt Federalny;Distrito Federal;Distretto Federale;Federaldistriktet;Federální distrikt;Szövetségi kerület;Federaal District;Distrito Federal;Федеральный округ;Federal District;联邦区
Brazil_Espirito_Santo;Espírito Santo;Espírito Santo;Espírito Santo;Espírito Santo;Espírito Santo;Espírito Santo;Espírito Santo;Espírito Santo;Espírito Santo;Espírito Santo;Espírito Santo;Эspirito-Санту;Espírito Santo;圣埃斯皮里图州
Brazil_Goias;Goiás;Goiás;Goiás;Goiás;Goiás;Goiás;Goiás;Goiás;Goiás;Goiás;Goiás;Гояс;Goiás;戈亚斯州
Brazil_Mato_Grosso_do_Sul;Mato Grosso do Sul;Mato Grosso do Sul;Mato Grosso do Sul;Mato Grosso do Sul;Mato Grosso do Sul;Mato Grosso do Sul;Mato Grosso do Sul;Mato Grosso do Sul;Mato Grosso do Sul;Mato Grosso do Sul;Mato Grosso do Sul;Мату-Гросу-ду-Сул;Mato Grosso do Sul;南马托格罗索州
Brazil_Paraiba;Paraíba;Paraíba;Paraíba;Paraíba;Paraíba;Paraíba;Paraíba;Paraíba;Paraíba;Paraíba;Paraíba;Параиба;Paraíba;帕拉伊巴州
Brazil_Parana;Paraná;Paraná;Paraná;Paraná;Paraná;Paraná;Paraná;Paraná;Paraná;Paraná;Paraná;Парана;Paraná;巴拉那州
Brazil_Pernambuco;Pernambuco;Pernambuco;Pernambuco;Pernambuco;Pernambuco;Pernambuco;Pernambuco;Pernambuco;Pernambuco;Pernambuco;Pernambuco;Пернамбуку;Pernambuco;伯南布哥州
Brazil_Piaui;Piauí;Piauí;Piauí;Piauí;Piauí;Piauí;Piauí;Piauí;Piauí;Piauí;Piauí;Пиауи;Piauí;皮奥伊州
Brazil_Rio_de_Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Río de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;Рио-де-Жанейро;Rio de Janeiro;里约热内卢州
Brazil_Rio_Grande_do_Norte;Rio Grande do Norte;Rio Grande do Norte;Rio Grande do Norte;Rio Grande do Norte;Rio Grande del Norte;Rio Grande do Norte;Rio Grande do Norte;Rio Grande do Norte;Rio Grande do Norte;Rio Grande do Norte;Rio Grande do Norte;Риу-Гранди-ду-Норти;Rio Grande do Norte;北里奥格兰德州
Brazil_Rio_Grande_do_Sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande del Sur;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;Rio Grande do Sul;Риу-Гранди-ду-Сул;Rio Grande do Sul;南里奥格兰德州
Brazil_Rondonia;Rondônia;Rondônia;Rondônia;Rondônia;Rondônia;Rondônia;Rondônia;Rondônia;Rondônia;Rondônia;Rondônia;Рондония;Rondônia;朗多尼亚州
Brazil_Roraima;Roraima;Roraima;Roraima;Roraima;Roraima;Roraima;Roraima;Roraima;Roraima;Roraima;Roraima;Рорайма;Roraima;罗赖马州
Brazil_Santa_Catarina;Santa Catarina;Santa Catarina;Santa Catarina;Santa Catarina;Santa Catarina;Santa Catarina;Santa Catarina;Santa Catarina;Santa Catarina;Santa Catarina;Santa Catarina;Санта-Катарина;Santa Catarina;圣卡塔琳娜州
Brazil_Sergipe;Sergipe;Sergipe;Sergipe;Sergipe;Sergipe;Sergipe;Sergipe;Sergipe;Sergipe;Sergipe;Sergipe;Сержипи;Sergipe;塞尔希培州
Brazil_Tocantins;Tocantins;Tocantins;Tocantins;Tocantins;Tocantins;Tocantins;Tocantins;Tocantins;Tocantins;Tocantins;Tocantins;Токантинс;Tocantins;托坎廷斯州
France_French_Guiana;French Guiana;Guyane française;Französisch-Guayana;Gujana Francuska;Guayana Francesa;Guiana Francese;Franska Guyana;Francouzská Guyana;Francia Guyana;Frans-Guyana;Guiana Francesa;Французская Гвиана;Ranskan Guayana;法属圭亚那
USA_Rhode_islands;Rhode Island;Rhode Island;Rhode Island;Rhode Island;Rhode Island;Rhode Island;Rhode Island;Rhode Island;Rhode Island;Rhode Island;Rhode Island;Род-Айленд;Rhode Island;罗德岛州
USA_Delaware;Delaware;Delaware;Delaware;Delaware;Delaware;Delaware;Delaware;Delaware;Delaware;Delaware;Delaware;Делавэр;Delaware;特拉华州
USA_Connecticut;Connecticut;Connecticut;Connecticut;Connecticut;Connecticut;Connecticut;Connecticut;Connecticut;Connecticut;Connecticut;Connecticut;Коннектикут;Connecticut;康涅狄格州
USA_Hawaii;Hawaii;Hawaï;Hawaii;Hawaje;Hawái;Hawaii;Hawaii;Havaj;Hawaii;Hawaï;Havaí;Гавайи;Havaiji;夏威夷州
USA_New_Jersey;New Jersey;New Jersey;New Jersey;New Jersey;Nueva Jersey;New Jersey;New Jersey;New Jersey;New Jersey;New Jersey;Nova Jersey;Нью-Джерси;New Jersey;新泽西州
USA_Massachusetts;Massachusetts;Massachusetts;Massachusetts;Massachusetts;Massachusetts;Massachusetts;Massachusetts;Massachusetts;Massachusetts;Massachusetts;Massachusetts;Массачусетс;Massachusetts;马萨诸塞州
USA_Maryland;Maryland;Maryland;Maryland;Maryland;Maryland;Maryland;Maryland;Maryland;Maryland;Maryland;Maryland;Мэриленд;Maryland;马里兰州
USA_New_Hampshire;New Hampshire;New Hampshire;New Hampshire;New Hampshire;Nuevo Hampshire;New Hampshire;New Hampshire;New Hampshire;New Hampshire;New Hampshire;Nova Hampshire;Нью-Гэмпшир;New Hampshire;新罕布什尔州
USA_Vermont;Vermont;Vermont;Vermont;Vermont;Vermont;Vermont;Vermont;Vermont;Vermont;Vermont;Vermont;Вермонт;Vermont;佛蒙特州
USA_West_Virginia;West Virginia;Virginie-Occidentale;West Virginia;Wirginia Zachodnia;Virginia Occidental;Virginia Occidentale;Väst Virginia;Západní Virginie;Nyugat-Virginia;West-Virginia;Virgínia Ocidental;Западная Виргиния;Länsi-Virginia;西弗吉尼亚州
USA_South_Carolina;South Carolina;Caroline du Sud;South Carolina;Karolina Południowa;Carolina del Sur;Carolina del Sud;Syd Carolina;Jižní Karolína;Dél-Karolina;South Carolina;Carolina do Sul;Южная Каролина;Etelä-Carolina;南卡罗来纳州
USA_Maine;Maine;Maine;Maine;Maine;Maine;Maine;Maine;Maine;Maine;Maine;Maine;Мэн;Maine;缅因州
USA_Indiana;Indiana;Indiana;Indiana;Indiana;Indiana;Indiana;Indiana;Indiana;Indiana;Indiana;Indiana;Индиана;Indiana;印第安纳州
USA_Virginia;Virginia;Virginie;Virginia;Wirginia;Virginia;Virginia;Virginia;Virginie;Virginia;Virginia;Virgínia;Виргиния;Virginia;弗吉尼亚州
USA_Kentucky;Kentucky;Kentucky;Kentucky;Kentucky;Kentucky;Kentucky;Kentucky;Kentucky;Kentucky;Kentucky;Kentucky;Кентукки;Kentucky;肯塔基州
USA_Tennessee;Tennessee;Tennessee;Tennessee;Tennessee;Tennessee;Tennessee;Tennessee;Tennessee;Tennessee;Tennessee;Tennessee;Теннесси;Tennessee;田纳西州
USA_Louisiana;Louisiane;Louisiana;Luizjana;Luisiana;Louisiana;Louisiana;Louisiana;Lujziana;Louisiana;Louisiana;Луизиана;Louisiana;路易斯安那州
USA_Mississippi;Mississippi;Mississippi;Mississippi;Missisipi;Misisipi;Mississippi;Mississippi;Mississippi;Mississippi;Mississippi;Mississipi;Миссисипи;Mississippi;密西西比州
USA_Pennsylvania;Pennsylvanie;Pennsylvania;Pensylwania;Pensilvania;Pennsylvania;Pennsylvania;Pensylvánie;Pennsylvania;Pennsylvania;Pensilvânia;Пенсильвания;Pennsylvania;宾夕法尼亚州
USA_North_Carolina;North Carolina;Caroline du Nord;North Carolina;Karolina Północna;Carolina del Norte;Carolina del Nord;Nord Carolina;Severní Karolína;Észak-Karolina;Noord-Carolina;Carolina do Norte;Северная Каролина;Pohjois-Carolina;北卡罗来纳州
USA_Ohio;Ohio;Ohio;Ohio;Ohio;Ohio;Ohio;Ohio;Ohio;Ohio;Ohio;Ohio;Огайо;Ohio;俄亥俄州
USA_Alabama;Alabama;Alabama;Alabama;Alabama;Alabama;Alabama;Alabama;Alabama;Alabama;Alabama;Alabama;Алабама;Alabama;阿拉巴马州
USA_Arkansas;Arkansas;Arkansas;Arkansas;Arkansas;Arkansas;Arkansas;Arkansas;Arkansas;Arkansas;Arkansas;Arkansas;Арканзас;Arkansas;阿肯色州
USA_Florida;Floride;Florida;Floryda;Florida;Florida;Florida;Florida;Florida;Florida;Flórida;Флорида;Florida;佛罗里达州
USA_Georgia;Géorgie;Georgia;Georgia;Georgia;Georgia;Georgia;Georgia;Georgia;Georgia;Geórgia;Джорджия;Georgia;佐治亚州
USA_New_York;New York;New York;New York;Nowy Jork;Nueva York;New York;New York;New York;New York;New York;Nova Iorque;Нью-Йорк;New York;纽约州
USA_Illinois;Illinois;Illinois;Illinois;Illinois;Illinois;Illinois;Illinois;Illinois;Illinois;Illinois;Illinois;Иллинойс;Illinois;伊利诺伊州
USA_Iowa;Iowa;Iowa;Iowa;Iowa;Iowa;Iowa;Iowa;Iowa;Iowa;Iowa;Iowa;Айова;Iowa;爱荷华州
USA_Oklahoma;Oklahoma;Oklahoma;Oklahoma;Oklahoma;Oklahoma;Oklahoma;Oklahoma;Oklahoma;Oklahoma;Oklahoma;Oklahoma;Оклахома;Oklahoma;俄克拉荷马州
USA_Missouri;Missouri;Missouri;Missouri;Missouri;Misuri;Missouri;Missouri;Missouri;Missouri;Missouri;Missouri;Миссури;Missouri;密苏里州
USA_Wisconsin;Wisconsin;Wisconsin;Wisconsin;Wisconsin;Wisconsin;Wisconsin;Wisconsin;Wisconsin;Wisconsin;Wisconsin;Wisconsin;Висконсин;Wisconsin;威斯康星州
USA_Washington;Washington;Washington;Washington;Waszyngton;Washington;Washington;Washington;Washington;Washington;Washington;Washington;Вашингтон;Washington;华盛顿州
USA_Nebraska;Nebraska;Nebraska;Nebraska;Nebraska;Nebraska;Nebraska;Nebraska;Nebraska;Nebraska;Nebraska;Nebraska;Небраска;Nebraska;内布拉斯加州
USA_North_Dakota;North Dakota;Dakota du Nord;North Dakota;Dakota Północna;Dakota del Norte;Dakota del Nord;Nord Dakota;Severní Dakota;Észak-Dakota;Noord-Dakota;Dakota do Norte;Северная Дакота;Pohjois-Dakota;北达科他州
USA_Kansas;Kansas;Kansas;Kansas;Kansas;Kansas;Kansas;Kansas;Kansas;Kansas;Kansas;Kansas;Канзас;Kansas;堪萨斯州
USA_South_Dakota;South Dakota;Dakota du Sud;South Dakota;Dakota Południowa;Dakota del Sur;Dakota del Sud;Syd Dakota;Jižní Dakota;Dél-Dakota;Zuid-Dakota;Dakota do Sul;Южная Дакота;Etelä-Dakota;南达科他州
USA_Utah;Utah;Utah;Utah;Utah;Utah;Utah;Utah;Utah;Utah;Utah;Utah;Юта;Utah;犹他州
USA_Idaho;Idaho;Idaho;Idaho;Idaho;Idaho;Idaho;Idaho;Idaho;Idaho;Idaho;Idaho;Айдахо;Idaho;爱达荷州
USA_Minnesota;Minnesota;Minnesota;Minnesota;Minnesota;Minnesota;Minnesota;Minnesota;Minnesota;Minnesota;Minnesota;Minnesota;Миннесота;Minnesota;明尼苏达州
USA_Wyoming;Wyoming;Wyoming;Wyoming;Wyoming;Wyoming;Wyoming;Wyoming;Wyoming;Wyoming;Wyoming;Wyoming;Вайоминг;Wyoming;怀俄明州
USA_Colorado;Colorado;Colorado;Colorado;Kolorado;Colorado;Colorado;Colorado;Colorado;Colorado;Colorado;Colorado;Колорадо;Colorado;科罗拉多州
USA_Oregon;Oregon;Oregon;Oregon;Oregon;Oregón;Oregon;Oregon;Oregon;Oregon;Oregon;Oregon;Орегон;Oregon;俄勒冈州
USA_Michigan;Michigan;Michigan;Michigan;Michigan;Míchigan;Michigan;Michigan;Michigan;Michigan;Michigan;Michigan;Мичиган;Michigan;密歇根州
USA_Arizona;Arizona;Arizona;Arizona;Arizona;Arizona;Arizona;Arizona;Arizona;Arizona;Arizona;Arizona;Аризона;Arizona;亚利桑那州
USA_Nevada;Nevada;Nevada;Nevada;Nevada;Nevada;Nevada;Nevada;Nevada;Nevada;Nevada;Nevada;Невада;Nevada;内华达州
USA_New_Mexico;Nouveau-Mexique;New Mexico;Nowy Meksyk;Nuevo México;Nuovo Messico;New Mexico;Nové Mexiko;Új-Mexikó;Nieuw-Mexico;Novo México;Нью-Мексико;Uusi-Meksiko;新墨西哥州
USA_North_California;North California;Californie septentrionale;Nordkalifornien;Północna Kalifornia;California Septentrional;California Settentrionale;Nordkalifornien;Severní Kalifornie;Észak-Kalifornia;Noord-Californië;Califórnia do Norte;Северная Калифорния;Pohjois-California;加利福尼亚州北部
USA_South_California;South California;Californie méridionale;Südkalifornien;Południowa Kalifornia;California Meridional;California Meridionale;Sydkalifornien;Jižní Kalifornie;Dél-Kalifornia;Zuid-Californië;Califórnia do Sul;Южная Калифорния;Etelä-California;加利福尼亚州南部
USA_Montana;Montana;Montana;Montana;Montana;Montana;Montana;Montana;Montana;Montana;Montana;Montana;Монтана;Montana;蒙大拿州
USA_East_Montana;East Montana;Est du Montana;Ost-Montana;Wschodnia Montana;Montana Oriental;Montana Orientale;Öst Montana;Východní Montana;Keleti Montana;Oost-Montana;Montana Oriental;Восточная Монтана;Itä-Montana;蒙大拿州东部
USA_South_Texas;South Texas;Sud du Texas;Südtexas;Południowy Teksas;Texas Meridional;Texas Meridionale;Syd Texas;Jižní Texas;Déli Texas;Zuid-Texas;Texas do Sul;Южный Техас;Etelä-Texas;得克萨斯州南部
USA_North_Texas;North Texas;Nord du Texas;Nordtexas;Północny Teksas;Texas Septentrional;Texas Settentrionale;Nord Texas;Severní Texas;Északi Texas;Noord-Texas;Texas do Norte;Северный Техас;Pohjois-Texas;得克萨斯州北部
USA_West_Texas;West Texas;Ouest du Texas;Westtexas;Zachodni Teksas;Texas Occidental;Texas Occidentale;Väst Texas;Západní Texas;Nyugati Texas;West-Texas;Texas Ocidental;Западный Техас;Länsi-Texas;得克萨斯州西部
USA_North_Slope;North Slope;Pente nord;North Slope;Północne Stoki;Pendiente Norte;Versante Settentrionale;Nordsluttningen;Severní svah;Északi lejtő;Noordelijke Helling;Encosta Norte;Северный склон;Pohjoisrinne;北坡
USA_Central_Alaska;Central Alaska;Alaska centrale;Zentralalaska;Centralna Alaska;Alaska Central;Alaska Centrale;Centrala Alaska;Střední Alaska;Középső Alaska;Centraal-Alaska;Alasca Central;Центральная Аляска;Keski-Alaska;阿拉斯加中部
USA_Alaska_Panhandle;Alaska Panhandle;Panhandle de l'Alaska;Alaska-Panhandle;Pas Alaski;Panhandle de Alaska;Panhandle dell'Alaska;Alaskas panhandel;Aljašský výběžek;Alaszka-félsziget;Alaska Panhandle;Panhandle do Alasca;Панхэндл Аляски;Alaskan panhandle;阿拉斯加狭地
USA_Southwest_Alaska;Southwest Alaska;Alaska sud-ouest;Südwestalaska;Południowo-Zachodnia Alaska;Alaska Suroccidental;Alaska Sudoccidentale;Sydväst Alaska;Jihozápadní Alaska;Dél-Nyugat Alaska;Zuidwest-Alaska;Alasca Sudoeste;Юго-Западная Аляска;Lounais-Alaska;阿拉斯加西南部
Canada_Yukon;Yukon;Yukon;Yukon;Jukon;Yukón;Yukon;Yukon;Yukon;Jukon;Yukon;Yukon;Юкон;Yukon;育空地区
Canada_Northwest_Territory;Northwest Territory;Territoires du Nord-Ouest;Nordwest-Territorien;Terytoria Północno-Zachodnie;Territorios del Noroeste;Territori del Nordovest;Nordvästterritorierna;Severozápadní teritoria;Északnyugati területek;Noordwestelijke Territoria;Territórios do Noroeste;Северо-Западные территории;Luoteisalueet;西北地区
Canada_Nunavut;Nunavut;Nunavut;Nunavut;Nunavut;Nunavut;Nunavut;Nunavut;Nunavut;Nunavut;Nunavut;Nunavut;Нунавут;Nunavut;努纳武特地区
Canada_Prince_Edward_Island;Prince Edward Island;Île-du-Prince-Édouard;Prinz-Edward-Insel;Wyspa Księcia Edwarda;Isla del Príncipe Eduardo;Isola del Principe Edoardo;Prins Edvard Island;Ostrov prince Edwarda;Eduárd-sziget;Prins Edwardeiland;Ilha do Príncipe Eduardo;Остров Принца Эдуарда;Prinssi Edwardin saari;爱德华王子岛
Canada_Nova_Scotia;Nova Scotia;Nouvelle-Écosse;Neuschottland;Nowa Szkocja;Nueva Escocia;Nuova Scozia;Nova Scotia;Nové Skotsko;Új-Skócia;Nova Schotland;Nova Escócia;Новая Шотландия;Uusi-Skotlanti;新斯科舍省
Canada_Thunder_Bay;Thunder Bay;Baie Thunder;Thunder Bay;Thunder Bay;Bahía Thunder;Baia Thunder;Thunder Bay;Thunder Bay;Thunder Bay;Thunder Bay;Baía Thunder;Тандер-Бей;Thunder Bay;桑德贝
Canada_Sudbury;Sudbury;Sudbury;Sudbury;Sudbury;Sudbury;Sudbury;Sudbury;Sudbury;Sudbury;Sudbury;Sudbury;Садбери;Sudbury;萨德伯里
Canada_Ottawa;Ottawa;Ottawa;Ottawa;Ottawa;Ottawa;Ottawa;Ottawa;Ottawa;Ottawa;Ottawa;Ottawa;Оттава;Ottawa;渥太华
Canada_Toronto;Toronto;Toronto;Toronto;Toronto;Toronto;Toronto;Toronto;Toronto;Toronto;Toronto;Toronto;Торонто;Toronto;多伦多
Canada_Hamilton;Hamilton;Hamilton;Hamilton;Hamilton;Hamilton;Hamilton;Hamilton;Hamilton;Hamilton;Hamilton;Hamilton;Гамильтон;Hamilton;汉密尔顿
Canada_London;London;London;London;London;Londres;Londra;London;Londýn;London;London;Londres;Лондон;London;伦敦（加拿大）
Canada_Saguenay;Saguenay;Saguenay;Saguenay;Saguenay;Saguenay;Saguenay;Saguenay;Saguenay;Saguenay;Saguenay;Saguenay;Сагеней;Saguenay;萨格奈
Canada_Quebec;Quebec;Québec;Québec;Quebec;Quebec;Quebec;Québec;Québec;Québec;Québec;Quebec;Квебек;Québec;魁北克省
Canada_Gatineau;Gatineau;Gatineau;Gatineau;Gatineau;Gatineau;Gatineau;Gatineau;Gatineau;Gatineau;Gatineau;Gatineau;Гатино;Gatineau;加蒂诺
Canada_Levis;Levis;Lévis;Lévis;Lévis;Lévis;Lévis;Lévis;Lévis;Lévis;Lévis;Lévis;Леви;Lévis;莱维斯
Canada_Montreal;Montreal;Montréal;Montreal;Montreal;Montreal;Montreal;Montreal;Montreal;Montreal;Montreal;Montreal;Монреаль;Montreal;蒙特利尔
Canada_North_Manitoba;North Manitoba;Manitoba septentrional;Nord-Manitoba;Północny Manitoba;Manitoba Septentrional;Manitoba Settentrionale;Norra Manitoba;Severní Manitoba;Északi Manitoba;Noord-Manitoba;Manitoba do Norte;Северный Манитоба;Pohjois-Manitoba;曼尼托巴省北部
